UF,Sigla,Pedido,Depósito,Título,Linguagem,Campo de Aplicação,Tipo Programa,Nome do Titular:,Nome do Autor,Nome do Procurador:,,
Ceará,IFCE,BR 51 2024 000905 1,21/03/2024,WATTPANEL-IOT, CSS / HTML / JAVA SCRIPT / PYTHON / SQL,EN-04,IA-01,"CONCEPTU PROTÓTIPOS E SISTEMAS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SEVENIA INOVAÇÃO EM ENERGIA LTDA",ADRIELL GOMES MARQUES / DANIEL SELEME DORA / ELENE FIRMEZA OHATA / ELIZÂNGELA DE SOUZA REBOUÇAS / JOSÉ DANIEL DE ALENCAR SANTOS / LUIZ DANIEL SANTOS BEZERRA / MATHEUS ARAÚJO DOS SANTOS,-,,
Ceará,IFCE,BR 51 2024 000800 4,14/03/2024,Módulo Whisper,OUTROS,ED-06,IT-03,"IOSI TREINAMENTO CONSULTORIA E SERVICOS DE INFORMATICA LTDA / A2CP EMPREENDIMENTOS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SMARTNEXT", ALEXANDRE MAGNO MONTEIRO SANTOS / BELOIN SENA DE FARIAS RODRIGUES / CARLOS HAIRON RIBEIRO GONÇALVES,-,,
Ceará,IFCE,BR 51 2024 000799 7,14/03/2024,Módulo Keyword-generator,OUTROS,ED-06,IA-03," A2CP EMPREENDIMENTOS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / IOSI TREINAMENTO CONSULTORIA E SERVICOS DE INFORMATICA LTDA / SMARTNEXT", ALEXANDRE MAGNO MONTEIRO SANTOS / BELOIN SENA DE FARIAS RODRIGUES / CARLOS HAIRON RIBEIRO GONÇALVES,-,,
Ceará,IFCE,BR 51 2024 000798 9,14/03/2024,Módulo Indexer,OUTROS,ED-06,IA-01,"A2CP EMPREENDIMENTOS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / IOSI TREINAMENTO CONSULTORIA E SERVICOS DE INFORMATICA LTDA / SMARTNEXT",ALEXANDRE MAGNO MONTEIRO SANTOS / BELOIN SENA DE FARIAS RODRIGUES / CARLOS HAIRON RIBEIRO GONÇALVES,-,,
Ceará,IFCE,BR 51 2024 000797 0,14/03/2024,Módulo Back-end,OUTROS / POSTGREE SQL,ED-06,FA-01,"A2CP EMPREENDIMENTOS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / IOSI TREINAMENTO CONSULTORIA E SERVICOS DE INFORMATICA LTDA / SMARTNEXT",ALEXANDRE MAGNO MONTEIRO SANTOS / BELOIN SENA DE FARIAS RODRIGUES / CARLOS HAIRON RIBEIRO GONÇALVES,-,,
Ceará,IFCE,BR 51 2024 000575 7,26/02/2024,PhysiQuest - A lei da força,JAVA,ED-06,ET-02," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",  LEONANDO SALVINO FARIAS / ÉRIC CARVALHO ROCHA,-,,
Ceará,IFCE,BR 51 2023 002547 0,24/08/2023,"Parafuso - Potência, Carga Estática e Carga Dinâmica.",JAVA,ED-04 / IN-03, AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ALAN ROBSON DA SILVA / LORENA BRAGA MOURA,-,,
Ceará,IFCE,BR 51 2023 002545 3,24/08/2023,Calculadora TRL - NIT IFCE,OUTROS,IN-02 , AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",JOELIA MARQUES DE CARVALHO / LUÍS DIEGO SOUSA E SILVA,-,,
Ceará,IFCE,BR 51 2023 002540 2,24/08/2023,Eixo - Torção Constante Flexão Alternada,JAVA,ED-04 / IN-03, AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ALAN ROBSON DA SILVA / LORENA BRAGA MOURA,-,,
Ceará,IFCE,BR 51 2023 002475 9,18/08/2023,Plataforma Web Cooperativa Rede Eco Ibiapaba, CSS / DJANGO / JAVA SCRIPT / PYTHON,AN-03, AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",DAVID DE MIRANDA RODRIGUES / JOSÉ GERARDO ARAÚJO JUNIOR / SABRINA KELLY NOGUEIRA FALCÃO SOARES,-,,
Ceará,IFCE,BR 51 2023 002432 5,16/08/2023,Ibiapaba Tour,OUTROS, SV-04, AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", FRANCISCA RAQUEL DE VASCONCELOS SILVEIRA / MATEUS LIMA AGUIAR,-,,
Ceará,IFCE,BR 51 2023 002425 2,16/08/2023,APLICATIVO PARA AUXÍLIO AO DIAGNÓSTICO DE EXAMES DE TOPOGRAFIA CORNEANA.,PYTHON,SD-09,IA-01,"ESCOLA CEARENSE DE SAUDE OCULAR LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ABRAHÃO DA ROCHA LUCENA / ALYSON NOGUEIRA BEZERRA RIBEIRO / ANTONIO HELYSON FERNANDES CLEMENTINO / GERÔNIMO PEREIRA AGUIAR / JAELYSON MARTINS PEREIRA / LUCAS SILVA DE SOUSA / LUÍZ FELIPE SOUSA MACIEL / RENATO RODRIGUES VIEIRA DOS SANTOS / SAULO MACÊDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2023 002423 6,16/08/2023,APLICATIVO PARA AUXÍLIO AO DIAGNÓSTICO DE EXAMES DE TOMOGRAFIA DE COERÊNCIA ÓPTICA.,PYTHON,SD-09,IA-01,"ESCOLA CEARENSE DE SAUDE OCULAR LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ABRAHÃO DA ROCHA LUCENA / ALYSON NOGUEIRA BEZERRA RIBEIRO / GERÔNIMO PEREIRA AGUIAR / HELYSON FERNANDES CLEMENTINO / JAELYSON MARTINS PEREIRA / LUCAS SILVA DE SOUSA / LUÍZ FELIPE SOUSA MACIEL / RENATO RODRIGUES VIEIRA DOS SANTOS / SAULO MACÊDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2023 002422 8,16/08/2023,APLICATIVO PARA AUXÍLIO AO DIAGNÓSTICO DE EXAMES DE MICROSCOPIA ESPECULAR.,PYTHON,SD-09,IA-01,"ESCOLA CEARENSE DE SAUDE OCULAR LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ABRAHÃO DA ROCHA LUCENA / ALYSON NOGUEIRA BEZERRA RIBEIRO / ANTONIO HELYSON FERNANDES CLEMENTINO / GERÔNIMO PEREIRA AGUIAR / JAELYSON MARTINS PEREIRA / LUCAS SILVA DE SOUSA / LUÍZ FELIPE SOUSA MACIEL / RENATO RODRIGUES VIEIRA DOS SANTOS / SAULO MACÊDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2023 002342 6,09/08/2023,SISTEMA DE RASTREABILIDADE DE PRODUTOS E AGRUPAMENTOS BASEADO EM BLOCKCHAIN,OUTROS,TP-03,AT-01,"G2C2 PARTICIPACOES E INVESTIMENTOS S/A / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",AJALMAR REGO DA ROCHA NETO / CIDCLEY TEIXEIRA DE SOUZA / DAVI ALVES LEÃO / GABRIEL MARINHO SANTOS DE SOUSA / HOZANA IZADORA DA SILVA FERREIRA / KALLINE SILVA CORRÊA / LARYSSA LIMA COUTINHO / LUAN SOUSA CORDEIRO / LUCAS DANTAS MOURA FERREIRA / LUCAS SILVA DE SOUSA / NIVARDO ALBUQUERQUE LEITÃO DE CASTRO / PAULO RICARDO BERNARDO SILVA,-,,
Ceará,IFCE,BR 51 2023 001992 5,06/07/2023,SEnsES: Sistema de Suporte ao Ensino de Engenharia de Software, CSS / HTML / JAVA SCRIPT / JSON, ED-04,FA-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANDRESSA BEZERRA FERREIRA,-,,
Ceará,IFCE,BR 51 2023 001832 5,27/06/2023,GetLab,JAVA / OUTROS / SWIFT,IF-07, AP-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", BRUNO BRITO DE MORAIS / CYNTHIA PINHEIRO SANTIAGO,-,,
Ceará,IFCE,BR 51 2023 001730 2,19/06/2023,iAlgas: Plataforma de Detecção e Contagem da Microalga Marinha Thalassiosira sp,PYTHON,AG-12,AP-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",FRANCISCO MATEUS FERREIRA FÉLIX / JOSÉ WILLIAM ALVES DA SILVA / JÉSSICA DA COSTA LIMA PEREIRA / MÁRIO WEDNEY DE LIMA MOREIRA,-,,
Ceará,IFCE,BR 51 2023 001697 7,16/06/2023,ApneIA Conecte,OUTROS, SD-06,AP-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ - IFCE / UNIVERSIDADE FEDERAL DO CEARÁ",ADRIANO JOSÉ XAVIER SANTIAGO / AUZUIR RIPARDO DE ALEXANDRIA / CAMILA FERREIRA LEITE / EKATERINE ARAÚJO DIAS / GABRIEL TAVARES DE MELO FREITAS / KETTLEYN ALVES PAIVA / LIA MARIA AGUIAR NEVES / MARIA DAS GRAÇAS RODRIGUES DOS SANTOS / MATEUS MACHADO COSTA / MIKAELY LIMA MELO / NÍCOLAS FONTELES LEITE / RENÊ RIPARDO CALIXTO,-,,
Ceará,IFCE,BR 51 2023 001685 3,14/06/2023,SGCom - Sistema de Gerenciamento de Compras,CSS / HTML / JAVA SCRIPT / PHP, IF-02 / IF-07," AP-01 , GI-01 , GI-04","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ADRIANO TRAJANO RODRIGUES / JOAB COSTA RODRIGUES LIMA / LUIZ HERNESTO ARAUJO DIAS / RAIMUNDO ALAN FREIRE MOREIRA / RAYANNE DANTAS LIMA,-,,
Ceará,IFCE,BR 51 2023 001684 5,14/06/2023,Medição e Processamento de Resposta Impulsiva de Salas via dispositivo iOS,SWIFT,FQ-02,IT-02,"HUNO TREINAMENTO CONSULTORIA E SERVICOS DE INFORMATICA LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / TARJA ACÚSTICA", GLEIDSON MARTINS PINHEIRO / HENRIQUE ALENDE DA SILVEIRA / LÚCIA CORRÊA DA SILVA / RICARDO BRUM,-,,
Ceará,IFCE,BR 51 2023 001683 7,14/06/2023,Redes Neurais de Detecção de Padrões Sonoros,PYTHON,FQ-02,IA-01,"HUNO TREINAMENTO CONSULTORIA E SERVICOS DE INFORMATICA LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / TARJA ACÚSTICA", GLEIDSON MARTINS PINHEIRO / HENRIQUE ALENDE DA SILVEIRA / LÚCIA CORRÊA DA SILVA / RICARDO BRUM,-,,
Ceará,IFCE,BR 51 2023 001682 9,14/06/2023,Auralização de Ambientes Virtuais a partir da Curva de Reverberação.,PYTHON,FQ-02,SM-01,"HUNO TREINAMENTO CONSULTORIA E SERVICOS DE INFORMATICA LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / TARJA ACÚSTICA", GLEIDSON MARTINS PINHEIRO / HENRIQUE ALENDE DA SILVEIRA / LÚCIA CORRÊA DA SILVA / RICARDO BRUM,-,,
Ceará,IFCE,BR 51 2023 001462 1,24/05/2023,Sistema de Controle e Agendamento de TCC,CSS / HTML / JAVA SCRIPT / PHP, IF-02 / IF-07,"GI-01 , GI-04"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ADRIANO TRAJANO RODRIGUES / DANIELE MARIA ALVES TEIXEIRA SÁ / FABIANO CARNEIRO RIBEIRO / FRANCISCA JOYCE ELMIRO TIMBÓ ANDRADE / JOAB COSTA RODRIGUES LIMA / JOILSON SILVA LIMA / MARCUS VINICIUS FREIRE ANDRADE / RAIMUNDO ALAN FREIRE MOREIRA,-,,
Ceará,IFCE,BR 51 2023 001461 3,24/05/2023,CIPI (Chatbot para Introdução à Pesquisa em Computação),OUTROS / PYTHON,ED-04,IA-03," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",CYNTHIA PINHEIRO SANTIAGO / FRANCISCO ALAN DO NASCIMENTO MARINHO / FRANCISCO MATHEUS FERREIRA AZEVEDO / JONAS PEREIRA DA SILVA / JOSÉ VINICIUS ALEXANDRE DE BRITO / LUCAS DE ARAÚJO BRITO,-,,
Ceará,IFCE,BR 51 2023 001460 5,24/05/2023,Classificador da imagem da capsulorrexe,PYTHON,IN-01,TC-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / PREMIUM CURSOS E CONSULTORIA EM OFTALMOLOGIA LTDA", RAFAEL SILVA ALVES / RAIMUNDO LUAN DA SILVA MORAES / RENATO RODRIGUES VIEIRA DOS SANTOS / SAULO MACEDO MAIA / STEFANE ADNA DOS SANTOS / THOMAZ MAIA DE ALMEIDA / WELLINGTON RIBEIRO DE MENEZES,-,,
Ceará,IFCE,BR 51 2023 001459 1,24/05/2023,Verificador da qualidade da capsulorrexe,PYTHON,IN-01,TC-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / PREMIUM CURSOS E CONSULTORIA EM OFTALMOLOGIA LTDA", RAFAEL SILVA ALVES / RAIMUNDO LUAN DA SILVA MORAES / RENATO RODRIGUES VIEIRA DOS SANTOS / SAULO MACEDO MAIA / STEFANE ADNA DOS SANTOS / THOMAZ MAIA DE ALMEIDA / WELLINGTON RIBEIRO DE MENEZES,-,,
Ceará,IFCE,BR 51 2023 000550 9,08/03/2023,Algoritmo de controle de Célula de Comutação de Três Estados (3SSC),C,EN-04,DS-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RGT ELETRÔNICA EIRELI", ANGELO GARCIA RAMOS / LUIZ DANIEL S. BEZERRA,-,,
Ceará,IFCE,BR 51 2023 000548 7,08/03/2023,Algoritmo de controle de Inversor Bifásico do tipo fora-da-rede (Offgrid),C,EN-04,DS-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RGT ELETRÔNICA EIRELI", ANGELO GARCIA RAMOS / LUIZ DANIEL S. BEZERRA,-,,
Ceará,IFCE,BR 51 2023 000547 9,08/03/2023,WikiDev,CSS / JSON / OUTROS / PHP, IF-07,DS-07," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",CYNTHIA PINHEIRO SANTIAGO / DAVID EMANUEL ALVES DE SOUZA / JOÃO LEONARDO SOUSA FERREIRA,-,,
Ceará,IFCE,BR 51 2023 000009 4,02/01/2023,E-Oxygen Firmware,OUTROS,SD-02,AT-06," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SINAI MEDICALL COMERCIO E SERVICOS EIRELI",ALEX LACERDA RAMOS / ANTONIO THEMOTEO VARELA / DANILO REIS DE VASCONCELOS / FABIO REIS DE VASCONCELOS / FRED NICOLAS VASCONCELOS CURVELO / ITALO JADER LOIOLA BATISTA / MANOEL LOPES FILHO / RONALDO TADEU PONTES MILFONT,-,,
Ceará,IFCE,BR 51 2023 000008 6,02/01/2023,E-Oxygen Mobile,OUTROS,SD-02,AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SINAI MEDICALL COMERCIO E SERVICOS EIRELI",ALEX LACERDA RAMOS / DANILO REIS DE VASCONCELOS / MANOEL LOPES FILHO / RONALDO TADEU PONTES MILFONT,-,,
Ceará,IFCE,BR 51 2023 000007 8,02/01/2023,E-Oxygen Frontend,OUTROS,SD-02,AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SINAI MEDICALL COMERCIO E SERVICOS EIRELI",ALEX LACERDA RAMOS / DANILO REIS DE VASCONCELOS / FRANCISCO DAS CHAGAS ALVES BRITO / MANOEL LOPES FILHO / RONALDO TADEU PONTES MILFONT,-,,
Ceará,IFCE,BR 51 2023 000006 0,02/01/2023,E-Oxygen Backend, NODEJS / OUTROS,SD-02,AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SINAI MEDICALL COMERCIO E SERVICOS EIRELI",ALEX LACERDA RAMOS / ANDERSON JHONES PASSOS NASCIMENTO / DANILO REIS DE VASCONCELOS / MANOEL LOPES FILHO / RONALDO TADEU PONTES MILFONT,-,,
Ceará,IFCE,BR 51 2023 000005 1,02/01/2023,WIKIDEV,CSS / JSON / OUTROS / PHP,IF-07,DS-07," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",CYNTHIA PINHEIRO SANTIAGO / DAVID EMANUEL ALVES DE SOUZA / JOÃO LEONARDO SOUSA FERREIRA,-,,
Ceará,IFCE,BR 51 2022 003449 2,13/12/2022,Aplicativo Thina Saúde, OUTROS / PYTHON / SQL,SD-06,AP-01,"CONECTA 9 SERVIÇOS DE DIAGNÓSTICO LTDA / FACIL ODONTO SERVIÇOS ODONTOLÓGICOS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",CIRENEU GUILHERME TEIXEIRA DE ARAÚJO / ADONIAS CAETANO DE OLIVEIRA / AFONSO MATEUS DE OLIVEIRA SOUZA / AMAURI HOLANDA DE SOUZA JUNIOR / ANA CAROLINA SILVA ABREU / ANDRÉ LUIZ DE SOUZA ARAÚJO / AUZUIR RIPARDO DE ALEXANDRIA / DANILO SOUSA ROCHA / EDUARDO LIMA DA ROCHA / FRANCISCO DE ASSIS SOUZA ALEXANDRE / FRANCISCO JOSÉ PONTES CAVALCANTE / GABRIEL JONAS DA SILVA DUARTE / GABRIEL TAVARES DE MELO FREITAS / GLENDO DE FREITAS GUIMARÃES / IGOR RAFAEL SILVA VALENTE / JOÃO BRENO RODRIGUES VENANCIO / MARCELLO CARVALHO DOS REIS / MARCOS ERICK RODRIGUES DA SILVA / MIQUÉIAS DE SOUSA LIMA / MÁRIO CÉSAR FREIRE DIAS FILHO / NILLIA SOUSA DA SILVA / OLAVO ALVES MENDES / RENÊ RIPARDO CALIXTO / WELLINGTON RIBEIRO DE MENEZES,-,,
Ceará,IFCE,BR 51 2022 003339 9,01/12/2022,Firmware I3DCC,C / C++,CC-02,AT-07,"AIRONNET SOLUCOES EM TECNOLOGIA DA INFORMACAO E INOVACAO LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ANDRÉ LUIZ PINHEIRO CORRÊA LIMA / AUZUIR RIPARDO DE ALEXANDRIA / BRENDDA LUYANNE DE LIMA MARQUES / DEUSIMAR DE FREITAS MATOS / FRANCISCO ALAN XAVIER DA MOTA / GERSON MELO DE ALMEIDA / GLENDO DE FREITAS GUIMARÃES / IGOR RAFAEL SILVA VALENTE / JOSÉ VANDO MOREIRA DE OLIVEIRA / JOÃO ISAAC SILVA MIRANDA / JOÃO PAULO GOMES BORGES / MAIRTON CAVALCANTE ROMEU / MARCELO LARANJEIRA MELO / MARCOS ERICK RODRIGUES DA SILVA / MARIA LUCICLÉIA CAVALCANTE / MATHEUS XAVIER ROCHA,-,,
Ceará,IFCE,BR 51 2022 003002 0,31/10/2022,Startistic,JAVA SCRIPT,ED-06,ET-02," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ÉRIC CARVALHO ROCHA,-,,
Ceará,IFCE,BR 51 2022 002748 8,03/10/2022,ALICE,CSS / HTML / JAVA SCRIPT, AD-01 / AD-08,AT-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", FRANCISCO WAGNER DE SOUSA / JOSÉ HELANO DO NASCIMENTO LIMA / MAXWELL LIMA MAIA / WESLEY BARBOSA SILVA,-,,
Ceará,IFCE,BR 51 2022 002747 0,03/10/2022,Labmeyer,CSS / HTML / JAVA SCRIPT, FQ-14,"AP-01 , FA-01"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",FRANCISCO WAGNER DE SOUSA / MAXWELL LIMA MAIA / WESLEY BARBOSA SILVA,-,,
Ceará,IFCE,BR 51 2022 002517 5,12/09/2022,Lattes NL: Extrator de Dados do Currículo Lattes, CSS / HTML / PYTHON,IN-02,IA-03," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ADONIAS CAETANO DE OLIVEIRA / DAVI DE MENESES SILVA / FABIANO TAVARES DA SILVA / LARA KIMBELY PEREIRA ALVES / SABRINA KELLY NOGUEIRA FALCÃO SOARES,-,,
Ceará,IFCE,BR 51 2022 002516 7,12/09/2022,SOLe,JAVA SCRIPT / OUTROS,ED-06,FA-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", CYNTHIA PINHEIRO SANTIAGO / DAVID DE MIRANDA RODRIGUES / JOSÉ ALMIR DE SOUZA GOMES JÚNIOR / NÉCIO DE LIMA VERAS,-,,
Ceará,IFCE,BR 51 2022 002518 3,12/09/2022,APLICATIVO WEB PARA COLONOSCOPIA VIRTUAL,C# / JAVA SCRIPT / PYTHON / SQL,SD-06,AP-01,"  CONECTA 10 SERVIÇOS DE DIAGNÓSTICO LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / TGI DIAGNOSTICO MÉDICO LTDA",ANDRÉ LUIZ DE SOUZA ARAÚJO / ANTÔNIO SÁVIO SILVA OLIVEIRA / AUZUIR RIPARDO DE ALEXANDRIA / CARLOS FELIPE RAMOS DO CARMO / CARLOS HUMBERTO CRUZ SILVA / DARIO ARIEL TIFERES / EDUARDO LIMA DA ROCHA / FRANCISCO JOSÉ PONTES CAVALCANTE / GABRIEL TAVARES DE MELO FREITAS / JONATHAN DA SILVA FREITAS / JOSÉ VINICIUS LEANDRO DOS SANTOS / JÉSSYCA ALMEIDA BESSA / LEVI CORDEIRO CARVALHO / MARCELO ARAUJO LIMA / MARCELO DE CASTRO SILVA FREITAS / MARCOS ANDRÉ FORTE MORAIS / MARCUS VINICIUS NUNES DE OLIVEIRA / MARIA LUCICLÉIA CAVALCANTE / MATEUS ALVES VIEIRA NETO / MÁRIO CÉSAR FREIRE DIAS FILHO / ODILON LINHARES CARVALHO MENDES / PAULO HENRIQUE GOMES DA SILVA / RÔMULO LOPES FRUTUOSO / SAULO MACEDO MAIA / TALLYS CORDEIRO PRADO / TARIQUE DA SILVEIRA CAVALCANTE / TIAGO DOS SANTOS FAÇANHA / WELLINGTON RIBEIRO DE MENEZES / ÍCARO GABRIEL LIMA DA SILVA,-,,
Ceará,IFCE,BR 51 2022 002316 4,25/08/2022,Ecomangueando,OUTROS,BT-02,AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",FRANCISCA RAQUEL DE VASCONCELOS SILVEIRA / FRANCISCO ÍTALO FÉLIX FERNANDES / LÍDIA NOGUEIRA DE QUEIROZ / RAFAELA CAMARGO MAIA,-,,
Ceará,IFCE,BR 51 2022 001843 8,15/07/2022,Observatório dos Conflitos Ambientais Ceará,JAVA SCRIPT / PHP,IF-07,FA-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",CARLOS GARDEL SALDANHA MOURA JÚNIOR / DIEGO GADELHA DE ALMEIDA / JARBAS NUNES VIDAL FILHO / LUAN DOUGLAS MAIA DA SILVA,-,,
Ceará,IFCE,BR 51 2022 001842 0,15/07/2022,IF Eventos,OUTROS, IF-01 / IF-02 / IF-07 / IN-02," AP-01 , AP-02 , FA-01 , GI-01 , GI-06"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",CARINA TEIXEIRA DE OLIVEIRA / LARA BEATRIZ SOARES GOMES / REINALDO BEZERRA BRAGA / SAMUEL LUCAS DA SILVA SENA,-,,
Ceará,IFCE,BR 51 2022 001729 6,08/07/2022,Alfabeta,OUTROS,ED-02,AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", MARCOS RODRIGUES PINTO,-,,
Ceará,IFCE,BR 51 2022 001728 8,08/07/2022,Aplicativo web e mobile de ensino de anatomia com inteligência artificial,C# / JAVA SCRIPT / MYSQL / NODEJS / OUTROS / PYTHON / SQL,SD-08,AP-01,"CLÍNICA BOA SAUDE LTDA - ME / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / UMAT - EMPRESA DE TREINAMENTO E DE PESQUISA E DESENVOLVIMENTO DE SERVICOS TECNOLOGICOS LTDA",AMANDA PEREIRA RAMOS / ANDRÉ LUIZ DE SOUZA ARAÚJO / ANDRÉ RODRIGUES ROCHA / AUZUIR RIPARDO DE ALEXANDRIA / CARLOS HUMBERTO CRUZ SILVA / DAVIDSON BANDEIRA SALES / EDSON CAVALCANTI NETO / FRANCISCO ALAN XAVIER DA MOTA / FRANCISCO LINDONJOHNSON PEIXOTO LOURENÇO / GABRIEL TAVARES DE MELO FREITAS / GLENDO DE FREITAS GUIMARÃES / INGRID CORREIA NOGUEIRA / ISLLA RIBEIRO PINHEIRO / JOAO ISAAC SILVA MIRANDA / JOÃO FELIPE MARTINS TOMAZ / JÉSSYCA ALMEIDA BESSA / LORENA BRAGA MOURA / MARCELLO CARVALHO DOS REIS / MÁRIO CÉSAR FREIRE DIAS FILHO / OTÁVIO AUGUSTO MOTA GUERRA / RAFAEL DANTAS SANTANA / RENATO TEIXEIRA MOREIRA / RONALDO JOSÉ TALAVERA ROA / THOMAS OBENG BIOH / VANESSA FERNANDES DE OLIVEIR / VICTOR JOSÉ TIMBÓ GONDIM / WELLINGTON RIBEIRO DE MENEZES / WILLIAM DE ARAÚJO DIAS,-,,
